federal state,County town,Companies,Name,road,Postal code,place,Internet,E-Mail,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,summer opening times (hours by week),Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,,Winter opening times (hours by week),Remarks,longitute,latitude
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,(Richtung Streichental) ,97993,Creglingen,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=2,,,,,,,,13:00,17:00,,,,,,,,9:00,12:00,,,,,,,,,13:00,16:00,,,,,,,,9:00,12:00,,,Sommerzeit März - Oktober  Winterzeit November - Februar; Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,10.0299692,49.4714389
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,Philipp-Holzmann-Straße 5,97947,Grünsfeld,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=3,,,,,,,,17:00,19:00,,,,,,,,10:00,12:00,,,,,,,,,17:00,19:00,,,,,,,,10:00,12:00,,,Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.74598,49.6045
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,(auf dem Gelände der Kreismülldeponie Heegwald),97877,Wertheim-Dörlesberg,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=4,,8:30,16:00,,8:30,16:00,,8:30,16:00,,8:30,16:00,,8:30,16:00,,10:00,12:00,,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,16:00,,9:00,16:00,,10:00,12:00,,,Sommerzeit März - Oktober  Winterzeit November - Februar; jeden 2.Samstag im Monat geöffnet; Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.5031391,49.7127602
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,Tauberstraße,97922,Lauda-Königshofen,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=5,,15:00,17:30,,,,,14:30,17:30,,,,,,,,9:00,13:00,,,15:00,17:00,,,,,14:30,17:00,,,,,,,,9:00,13:00,,,Sommerzeit März - Oktober Winterzeit November - Februar; Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.7117051,49.5653964
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,Frickentalstraße,97996,Niederstetten,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=6,,,,,,,,16:00,18:00,,,,,13:00,15:00,,9:00,12:00,,,,,,,,,16:00,18:00,,,,,13:00,15:00,,9:00,12:00,,,Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.9121258,49.3997758
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,Bei der Kläranlage,97941,Tauberbischofsheim,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=7,,,,,15:30,17:30,,,,,14:30,17:30,,,,,9:00,13:00,,,,,,14:30,16:30,,,,,14:00,16:30,,,,,9:00,13:00,,,Sommerzeit März - Oktober Winterzeit November - Februar; Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.6569954,49.6374949
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,Kelterstraße,97990,Weikersheim,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=8,,,,,15:30,17:30,,,,,,,,14:00,16:00,,9:00,12:00,,,,,,14:30,16:30,,,,,,,,14:00,16:00,,9:00,12:00,,,Sommerzeit März - Oktober Winterzeit November - Februar; Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.9026783,49.4797971
Baden-Württemberg,Main-Tauber-Kreis,Landratsamt Main-Tauber-Kreis,Recyclinghof,Hafenstraße,97877,Wertheim,http://www.main-tauber-kreis.de/Landratsamt/Service/Abfallwirtschaft/Entsorgungseinrichtungen/index.php?La=1&NavID=2177.102&object=tx2177.6718.1&kat=&kuo=2&sub=9,,,,,15:00,18:00,,,,,,,,15:00,18:00,,10:00,14:00,,,,,,13:00,16:00,,,,,,,,13:00,16:00,,10:00,14:00,,,Sommerzeit März - Oktober Winterzeit November - Februar; Kontaktformular Christian Gruber: http://bit.ly/2pbZzby  Kontaktformular Michael Schinnagel: http://bit.ly/2qS0Nom,9.4762109,49.7817831
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Entsorgungszentrum Mergelstetten,Zoeppritzstraße 100,89522,Heidenheim,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=31,info@abfallwirtschaft-heidenheim.de,7:00,17:00,,7:00,17:00,,7:00,17:00,,7:00,17:00,,7:00,17:00,,8:00,12:30,,,7:00,17:00,,7:00,17:00,,7:00,17:00,,7:00,17:00,,7:00,17:00,,8:00,12:30,,,,10.15927,48.64637
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Griesstraße 8,89518,Heidenheim,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=143,info@abfallwirtschaft-heidenheim.de,9:00,17:00,,9:00,17:00,,15:00,18:00,,9:00,17:00,,9:00,17:00,,8:00,11:30,,,9:00,17:00,,9:00,17:00,,15:00,18:00,,9:00,17:00,,9:00,17:00,,8:00,11:30,,,,10.1372078,48.67765
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Im Bauhof,89520,Heidenheim-Großkuchen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=144,info@abfallwirtschaft-heidenheim.de,14:00,18:00,,,,,,,,,,,,,,8:00,11:30,,,14:00,18:00,,,,,,,,,,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.231466,48.752699
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Im Ried bei der Kläranlage,89537,Giengen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=145,info@abfallwirtschaft-heidenheim.de,9:00,13:00,,,,,13:00,17:00,,,,,13:00,18:00,,9:00,13:00,,,9:00,13:00,,,,,13:00,17:00,,,,,13:00,18:00,,9:00,13:00,,,,10.2391536,48.6223985
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Bei der Kläranlage,89537,Giengen-Burgberg,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=146,info@abfallwirtschaft-heidenheim.de,,,,14:00,18:00,,,,,,,,,,,8:00,11:30,,,,,,14:00,18:00,,,,,,,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.2326785,48.5822636
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Carl-Zeiss-Straße,89547,Gerstetten,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=147,info@abfallwirtschaft-heidenheim.de,,,,,,,,,,,,,13:30,17:30,,8:00,11:30,,,,,,,,,,,,,,,13:30,17:30,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.0046181,48.6278345
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Querstraße,89547,Gerstetten-Dettingen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=148,info@abfallwirtschaft-heidenheim.de,,,,,,,,,,13:00,17:00,,,,,,,,,,,,,,,,,,13:00,17:00,,,,,,,,,,10.1247747,48.59583
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Wolfsbühlweg,89564,Nattheim,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=149,info@abfallwirtschaft-heidenheim.de,,,,,,,,,,14:00,18:00,,,,,8:00,11:30,,,,,,,,,,,,14:00,18:00,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.2474997,48.7053434
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Bei der Kläranlage,89564,Nattheim-Fleinheim,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=150,info@abfallwirtschaft-heidenheim.de,,,,,,,16:00,18:00,,,,,,,,,,,,,,,,,,16:00,18:00,,,,,,,,,,,,1. Mittwoch im Monat geöffnet,10.2975944,48.7070867
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Beim alten Bahnhof,89561,Dischingen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=151,info@abfallwirtschaft-heidenheim.de,,,,16:00,18:00,,,,,,,,,,,8:00,12:00,,,,,,16:00,18:00,,,,,,,,,,,8:00,12:00,,,,10.3898788,48.7035681
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Grenzweg 21,89567, Sontheim,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=152,info@abfallwirtschaft-heidenheim.de,,,,,,,,,,13:00,17:00,,,,,8:00,11:30,,,,,,,,,,,,13:00,17:00,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.30112,48.54544
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Raiffeisenstraße,89168,Niederstotzingen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=153,info@abfallwirtschaft-heidenheim.de,,,,14:00,18:00,,,,,,,,,,,8:00,11:30,,,,,,14:00,18:00,,,,,,,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.233422,48.5324255
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Im Bauhof,89568,Hermaringen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=154,info@abfallwirtschaft-heidenheim.de,,,,,,,,,,,,,15:00,17:00,,,,,,,,,,,,,,,,,,15:00,17:00,,,,,,,10.2938014,48.5620543
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Im Saun,89542,Herbrechtingen,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=155,info@abfallwirtschaft-heidenheim.de,,,,,,,13:00,17:00,,,,,13:00,17:00,,8:00,11:30,,,,,,,,,13:00,17:00,,,,,13:00,17:00,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.1827162,48.6235988
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Wiesenstraße,89551,Königsbronn,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=156,info@abfallwirtschaft-heidenheim.de,,,,13:00,18:00,,,,,,,,,,,8:00,11:30,,,,,,13:00,18:00,,,,,,,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.1274245,48.7358339
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Im Bauhof,89555,Steinheim,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=157,info@abfallwirtschaft-heidenheim.de,,,,,,,,,,13:00,17:00,,,,,8:00,11:30,,,,,,,,,,,,13:00,17:00,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,10.05316,48.69179
Baden-Württemberg,Heidenheim,Kreisabfallwirtschaftsbetrieb Heidenheim,Wertstoff-Zentrum,Adlerstraße,89537,Steinheim-Söhnstetten,http://www.abfallwirtschaft-heidenheim.de/internet/inhalt/inhalt.php?seite=158,info@abfallwirtschaft-heidenheim.de,,,,14:00,18:00,,,,,,,,,,,8:00,11:30,,,,,,14:00,18:00,,,,,,,,,,,8:00,11:30,,,Jeden 2. Samstag im Monat geöffnet,9.9937744,48.6719527
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Entsorgungsanlage Ellert,Ellertstraße 1,73457,Essingen,https://www.goa-online.de/privat/informationen/entsorgungsanlagen,goa@goa-online.de,7:30,18:00,,7:30,18:00,,7:30,18:00,,7:30,18:00,,7:30,18:00,,8:00,13:00,,,7:30,17:00,,7:30,17:00,,7:30,17:00,,7:30,17:00,,7:30,17:00,,8:00,13:00,,,Sommerzeit April - Oktober Winterzeit November - März,9.9896956,48.8291571
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Entsorgungsanlage Reutehau,Reutehau 1,73479,Ellwangen-Killingen,https://www.goa-online.de/privat/informationen/entsorgungsanlagen,goa@goa-online.de,7:30,16:30,,7:30,16:30,,7:30,16:30,,7:30,16:30,,7:30,16:30,,8:00,13:00,,,7:30,16:30,,7:30,16:30,,7:30,16:30,,7:30,16:30,,7:30,16:30,,8:00,13:00,,,,10.22907,48.91244
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Erdaushub- und Bauschuttdeponie Herlikofen,Paulushaus 1,73527,Schwäbisch Gmünd,https://www.goa-online.de/privat/informationen/entsorgungsanlagen,goa@goa-online.de,7:30,16:30,,7:30,16:30,,7:30,16:30,,7:30,16:30,,7:30,16:30,,8:00,11:30,,,7:30,16:00,,7:30,16:00,,7:30,16:00,,7:30,16:00,,7:30,16:00,,,,,,Sommerzeit 15. März - 31. Oktober  Winterzeit 01. November - 14. März ; WINTERPAUSE vom 27.12.2016 bis einschließlich 07.01.2017; KARSAMSTAG geschlossen,9.8434199,48.838446
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Oesterleinstraße 19,73430,Aalen,https://www.goa-online.de/privat/informationen/Wertstoffhof-Aalen-/,goa@goa-online.de,13:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,8:00,13:00,,,13:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.0925765,48.8460253
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Knöcklingstraße 22,73432,Aalen,https://www.goa-online.de/privat/informationen/Wertstoffhof-Aalen-Unterkochen-/,goa@goa-online.de,,,,14:00,18:00,,,,,9:00,18:00,,13:00,18:00,,8:00,13:00,,,,,,14:00,17:00,,,,,9:00,17:00,,13:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.1229013,48.8163286
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Mühlstraße 13,73453,Abtsgmünd,https://www.goa-online.de/privat/informationen/Wertstoffhof-Abtsgm--nd-/,goa@goa-online.de,14:00,18:00,,,,,9:00,18:00,,,,,14:00,18:00,,8:00,13:00,,,14:00,17:00,,,,,9:00,17:00,,,,,14:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.0094436,48.8942035
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Klotzbachstraße 10,73560,Böbingen an der Rems,https://www.goa-online.de/privat/informationen/Wertstoffhof-B--bingen/,goa@goa-online.de,,,,16:00,19:00,,,,,,,,15:00,18:00,,8:00,13:00,,,,,,16:00,18:00,,,,,,,,15:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.91541,48.82073
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Carl-Zeiss-Straße 8,73441,Bopfingen,https://www.goa-online.de/privat/informationen/Wertstoffhof-Bopfingen-/,goa@goa-online.de,,,,14:00,18:00,,,,,9:00,18:00,,14:00,18:00,,8:00,13:00,,,,,,14:00,17:00,,,,,9:00,17:00,,14:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.3745639,48.8452558
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Schießwasen,73479,Ellwangen (Jagst),https://www.goa-online.de/privat/informationen/Wertstoffhof-Ellwangen/,goa@goa-online.de,14:00,18:00,,14:00,18:00,,9:00,18:00,,,,,14:00,18:00,,8:00,13:00,,,14:00,17:00,,14:00,17:00,,9:00,17:00,,,,,14:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.1267271,48.962159
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Heerweg,73457,Essingen,https://www.goa-online.de/privat/informationen/Wertstoffhof-Essingen-/,goa@goa-online.de,,,,14:00,18:00,,,,,,,,14:00,18:00,,9:00,13:00,,,,,,14:00,17:00,,,,,,,,14:00,17:00,,9:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.0304148,48.8123723
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Rotbach 1,74417,Gschwend,https://www.goa-online.de/privat/informationen/Wertstoffhof-Gschwend-/,goa@goa-online.de,,,,16:30,19:00,,,,,,,,16:30,19:00,,8:00,13:00,,,,,,16:30,18:00,,,,,,,,16:30,18:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.7435783,48.9339518
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Robert-Bosch-Straße 6 ,73560,Böbingen an der Rems,https://www.goa-online.de/privat/informationen/Wertstoffhof-Heubach/,goa@goa-online.de,16:00,19:00,,,,,16:00,19:00,,,,,,,,8:00,13:00,,,16:00,18:00,,,,,16:00,18:00,,,,,,,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.9371709,48.8035426
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Gottlieb-Daimler-Straße 12,73460,Hüttlingen,https://www.goa-online.de/privat/informationen/Wertstoffhof-H--ttlingen-/,goa@goa-online.de,14:00,18:00,,9:00,18:00,,,,,14:00,18:00,,,,,8:00,13:00,,,14:00,17:00,,9:00,17:00,,,,,14:00,17:00,,,,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.115059,48.8934034
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Maierhofstraße,73547,Lorch,https://www.goa-online.de/privat/informationen/Wertstoffhof-Lorch-/,goa@goa-online.de,14:00,18:00,,,,,9:00,18:00,,14:00,18:00,,,,,8:00,13:00,,,14:00,17:00,,,,,9:00,17:00,,14:00,17:00,,,,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.6729292,48.7970559
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Im Riegel 38,73450,Neresheim,https://www.goa-online.de/privat/informationen/Werststoffhof-Neresheim-/,goa@goa-online.de,14:00,18:00,,,,,9:00,18:00,,,,,14:00,18:00,,8:00,13:00,,,14:00,17:00,,,,,9:00,17:00,,,,,14:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.2985862,48.7621103
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Kreuzmühle,73447,Oberkochen,https://www.goa-online.de/privat/informationen/Wertstoffhof-Oberkochen-/,goa@goa-online.de,,,,14:00,18:00,,,,,9:00,18:00,,,,,8:00,13:00,,,,,,14:00,17:00,,,,,9:00,17:00,,,,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.1229148,48.7901839
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Lorcher Str. 143,73525,Schwäbisch Gmünd,https://www.goa-online.de/privat/informationen/Wertstoffhof-Schw--bisch-Gm--nd-Kernstadt-/,goa@goa-online.de,13:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,9:00,18:00,,8:00,13:00,,,13:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.77365,48.79286
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Oberbettringer Str.,73525,Schwäbisch Gmünd,https://www.goa-online.de/privat/informationen/Wertstoffhof-Schw--bisch-Gm--nd-Hardt/,goa@goa-online.de,13:00,18:00,,9:00,18:00,,,,,13:00,18:00,,9:00,18:00,,8:00,13:00,,,13:00,17:00,,9:00,17:00,,,,,13:00,17:00,,9:00,17:00,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.8160094,48.7965079
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Walxheimer Str. 35,73485,Unterschneidheim,https://www.goa-online.de/privat/informationen/Wertstoffhof-Unterschneidheim-/,goa@goa-online.de,,,,15:00,18:00,,,,,,,,15:00,18:00,,9:00,13:00,,,,,,15:00,17:00,,,,,,,,15:00,17:00,,9:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,10.3569284,48.9405375
Baden-Württemberg,Ostalbkreis,Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH,Wertstoffhof,Rudolf-Diesel-Straße,73550,Waldstetten,https://www.goa-online.de/privat/informationen/Wertstoffhof-Waldstetten/,goa@goa-online.de,14:00,18:00,,,,,9:00,18:00,,,,,,,,8:00,13:00,,,14:00,17:00,,,,,9:00,17:00,,,,,,,,8:00,13:00,,,Sommerzeit   April - Oktober Winterzeit November - März,9.8340095,48.7728052
Baden-Württemberg,Baden-Baden,Stadt Baden-Baden,Deponie Tiefloch - Abfallannahmezentrum,Schwarzwaldstraße,76532,Baden-Baden,https://www.baden-baden.de/buergerservice/umwelt/entsorgung/deponie-abfallannahmezentrum/,roland.graf@baden-baden.de,8:00,16:15,,8:00,16:15,,8:00,16:15,,8:00,16:15,,8:00,14:45,,8:15,12:00,,,8:00,16:15,,8:00,16:15,,8:00,16:15,,8:00,16:15,,8:00,14:45,,8:15,12:00,,,Mo.-Fr. Mittagspause von 12:00 - 13:00 Uhr,8.2049054,48.7802813
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Nordbeckenstraße 1,76189,Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,8:30,17:00,,,,,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,8:30,17:00,,,am 24. und 31. Dezember generell geschlossen,8.34061,49.01791
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Alte Weingartener Str. 63,76227, Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,9:00,17:00,,,,,9:00,17:00,,,,,10:00,16:00,,,,,,9:00,17:00,,,,,9:00,17:00,,,,,10:00,16:00,,,am 24. und 31. Dezember generell geschlossen,8.4850565,49.0116714
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Maybachstraße 10B,76227,Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,8:30,17:00,,,,,,9:00,17:00,,9:00,17:00,,9:00,17:00,,9:00,17:00,,8:30,17:00,,,am 24. und 31. Dezember generell geschlossen,8.44048,48.99847
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Fettweisstraße,76189,Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,9:00,17:00,,,,,9:00,17:00,,,,,10:00,16:00,,,,,,9:00,17:00,,,,,9:00,17:00,,,,,10:00,16:00,,,am 24. und 31. Dezember generell geschlossen,8.3194801,49.0105899
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Schäferstraße,76139,Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,,,,9:00,17:00,,,,,9:00,17:00,,10:00,16:00,,,,,,,,,9:00,17:00,,,,,9:00,17:00,,10:00,16:00,,,am 24. und 31. Dezember generell geschlossen,8.4605385,49.0286432
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Großoberfeld,76135,Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,,,,9:00,17:00,,,,,9:00,17:00,,10:00,16:00,,,,,,,,,9:00,17:00,,,,,9:00,17:00,,10:00,16:00,,,am 24. und 31. Dezember generell geschlossen,8.3716621,48.9836066
Baden-Württemberg,Karlsruhe Stadtkreis,Stadt Karlsruhe; Amt für Abfallwirtschaft,Wertstoffstation,Am Junkertschritt,76149,Karlsruhe,https://www.karlsruhe.de/b4/buergerdienste/abfall/einrichtungen.de,afa@karlsruhe.de,,,,,,,10:00,15:30,,,,,13:30,15:30,,10:00,15:30,,,,,,,,,10:00,15:30,,,,,13:30,15:30,,10:00,15:30,,,am 24. und 31. Dezember generell geschlossen,8.3712476,49.0542898
